title_english,title_nepali,author_profile_link,author_name,Audiobook,E-book,Paperback,Hardcover,publisher_profile_link,publisher_name,genre,published_date,edition,isbn10,isbn13,pages,weight,language
Nirved,निर्वेद,https://www.thuprai.com/author/shailendra-adhikari/,Shailendra Adhikari,,,350,,https://www.thuprai.com/publisher/shikha-books/,Shikha Books,Novels,"September 21, 2019",1,,,,200 g,Nepali
Phitkiri,फिटकिरी,https://www.thuprai.com/author/sajan-k-c/,Sajan K.C.,,,375,,https://www.thuprai.com/publisher/shikha-books/,Shikha Books,Novels,,,,,337,180 g,Nepali
Colonel Chhatrabahadur Thapa,कर्णेल छत्रबहादुर थापा,https://www.thuprai.com/author/kamal-thapa/,Kamal Thapa,,,350,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Biography for Children,,,,,,,Nepali
Bahadur Shah,बहादुर शाह,https://www.thuprai.com/author/chiranjibi-wagle/,Chiranjibi Wagle,,275,675,,https://www.thuprai.com/publisher/publication-nepalaya/,Publication Nepalaya,Historical Fiction,"February 29, 2024",,9937953081,9789937953085,,246 g,Nepali
Chote Ra Motey,छोटे र मोटे,https://www.thuprai.com/author/dr-dhruva-kumar-ghimire/,Dr. Dhruva Kumar Ghimire,,,100,,https://www.thuprai.com/publisher/kathalaya/,Kathalaya,Children,,,9937515114,9789937515115,,,Nepali
Sushee ko Diary,सुशीको डायरी,https://www.thuprai.com/author/arun-sharma/,Arun Sharma,,,,,https://www.thuprai.com/publisher/dikura-publication/,Dikura Publication,Fiction,,,,,,,Nepali
Bardalima farsi,बार्दलीमा फर्सी,https://www.thuprai.com/author/pramod-pradhan/,Pramod Pradhan,,,80,,https://www.thuprai.com/publisher/bal-sansar-pvt-ltd/,Bal Sansar Pvt Ltd,Children,,,,,,,Nepali
Mero Murali,मुरली,https://www.thuprai.com/author/krishna-prasad-parajuli/,Krishna Prasad Parajuli,,,140,,https://www.thuprai.com/publisher/ratna-pustak-bhandar/,Ratna Pustak Bhandar,Story for Children,,,,,40,,Nepali
Dhukdhuki,ढुकढुकी,https://www.thuprai.com/author/dr-sumant-banjaday/,Dr. Sumant Banjaday,,,250,,https://www.thuprai.com/publisher/bibek-sirjanshil-publication/,Bibek Sirjanshil Publication,Story for Children,,,9937312132,9789937312134,84,,Nepali
Registan Diary,रेगिस्तान डायरी,https://www.thuprai.com/author/devendra-bhattarai/,Devendra Bhattarai,,,225,,https://www.thuprai.com/publisher/ratna-pustak-bhandar/,Ratna Pustak Bhandar,Travelogue,2010,3rd,9937810531,9789937810531,208,250 g,Nepali
Manis Nai Devata,मानिस नै देवता,https://www.thuprai.com/author/lalita-doshi/,Lalita Doshi,,,95,,https://www.thuprai.com/publisher/ratna-pustak-bhandar/,Ratna Pustak Bhandar,Story for Children,,1,9993305197,9789993305194,36,,Nepali
Aashaka Rangharu,आशाका रङहरू,https://www.thuprai.com/author/aasha-limbu/,Aasha Limbu,,75,250,,https://www.thuprai.com/publisher/samakalin-literary-academy/,"Samakalin Literary Academy, UK",Poetry,May 2018,2,9937027357,9789937027359,,,Nepali
Sukaraat ko Diary,सुकरातको डायरी,https://www.thuprai.com/author/govinda-raj-bhattarai/,Govinda Raj Bhattarai,,,350,,https://www.thuprai.com/publisher/oriental-publication/,Oriental Publication,Novels,,,9937850088,9789937850087,326,350 g,Nepali
Kamila Haru,कमिलाहरू,https://www.thuprai.com/author/melvin-and-gilda-berger/,Melvin And Gilda Berger,,,105,,https://www.thuprai.com/publisher/kathalaya/,Kathalaya,Children,,,,,,,Nepali
Antim Satyako Khoji - Aatmakatha,अन्तिम सत्यको खोजी - आत्मकथा,https://www.thuprai.com/author/mahatma-gandhi/,Mahatma Gandhi,,,450,,https://www.thuprai.com/publisher/bn-pustak-sansar/,BN Pustak Sansar,Autobiography,,5,9937543835,9789937543835,420,400 g,Nepali
Manav,मानव,https://www.thuprai.com/author/modnath-prashrit/,Modnath Prashrit,,,300,,https://www.thuprai.com/publisher/oriental-publication/,Oriental Publication,Epic,,,9937593425,9789937593427,256,265 g,Nepali
Pralaya Prarambha,प्रलय प्रारम्भ,https://www.thuprai.com/author/deva-prakash-tripathi/,Deva Prakash Tripathi,,,250,,https://www.thuprai.com/publisher/himalaya_book_stall/,Himalaya Book Stall,"Contemporary Fiction,Science Fiction",2012,,9937819814,9789937819817,184,,Nepali
Nepali Poets and Poems in UK,बेलायतमा नेपाली कवि र कविता,https://www.thuprai.com/author/dubasu-chhetri/,Dubasu Chhetri,,,450,,https://www.thuprai.com/publisher/sajha-prakashan/,Sajha Prakashan,Poetry Anthology,,1,9937323274,9789937323277,335,,Nepali
Biswako Itihash,विश्वको इतिहास,https://www.thuprai.com/author/shri-ram-prasad-upadhyay/,Shreeramprasad Upadhyay,,,595,,https://www.thuprai.com/publisher/ratna-pustak-bhandar/,Ratna Pustak Bhandar,History,,,9993306037,9789993306030,294,300 g,Nepali
Sajha Kabita,साझा कविता,https://www.thuprai.com/author/chudamani-bandhu/,Chudamani Bandhu,,,300,,https://www.thuprai.com/publisher/sajha-prakashan/,Sajha Prakashan,Poetry,,,9993328936,9789993328933,,,Nepali
Filingo,फिलिङ्गो,https://www.thuprai.com/author/prava-baral/,Prava Baral,,,550,,https://www.thuprai.com/publisher/akshar-creations/,Akshar Creations,Novels,"March 26, 2021",1,9937945100,9789937945103,308,,Nepali
Aafno Kavita Aafnai Aawaj - Bairagi Kainla,आफ्नो कविता आफ्नै आवाज - बैरागी काइँला,https://www.thuprai.com/author/bairagi-kainla/,Bairagi Kainla,100,,,,https://www.thuprai.com/publisher/drishya/,Drishya,Poetry,,,,,,,Nepali
Nepali Murtikala,नेपाली मूर्तिकला,https://www.thuprai.com/author/mohan-prasad-khanal/,Mohan Prasad Khanal,,,325,,https://www.thuprai.com/publisher/vidyarthi-pustak-bhandar/,Vidyarthi Pustak Bhandar,Architecture,,2,9937699134,9789937699136,,,Nepali
GaurikaKo Sahashik Yatra,गौरिकाको साहसिक यात्रा,https://www.thuprai.com/author/dr-bimal-subedi/,Dr. Bimal Subedi,,,210,,https://www.thuprai.com/publisher/kathalaya/,Kathalaya,Picturebook for Children,"July 01, 2023",1,,,71,,Nepali
Baam Pudkeko Desh,बामपुड्केको देश,https://www.thuprai.com/author/jonathan-swift/,Jonathan Swift,,,52,,https://www.thuprai.com/publisher/sajha-prakashan/,Sajha Prakashan,Story for Children,,,9937320372,9789937320375,,,Nepali
Kahani Samagra,कहानी समग्र: अन्तरे जन्तरे,https://www.thuprai.com/author/bhim-nidhi-tiwari/,Bhimnidhi Tiwari,,,425,,https://www.thuprai.com/publisher/phoenix-books/,Phoenix Books,Fiction,,,,,,,Nepali
Myau Myau Biralo,म्याऊँ म्याऊँ बिरालो,https://www.thuprai.com/author/binaya-kasaju/,Binay Kasajoo,,,250,,https://www.thuprai.com/publisher/bibek-sirjanshil-publication/,Bibek Sirjanshil Publication,Picturebook for Children,,,,,,,Nepali
Jharanako Geet,झरनाको गीत,https://www.thuprai.com/author/hari-khanal/,Hari Khanal,,,60,,https://www.thuprai.com/publisher/bhundipuran_prakashan/,Bhundipuran Prakashan,Story for Children,,,,,,,Nepali
Badal Paari,बादल पारि,https://www.thuprai.com/author/sudha-risal-sharma/,Sudha Risal Sharma,,,100,,https://www.thuprai.com/publisher/kathalaya/,Kathalaya,Children,,,9937515181,9789937515184,,,Nepali
Cyberlaw and Internet Crimes,साइबर कानून र इन्टरनेट अपराध,https://www.thuprai.com/author/drshree-krishna-bhattarai/,Dr.Shree Krishna Bhattarai,,,575,,,,Law and Legal System,"July 20, 2024",,9937169380,9789937169387,,,Nepali
Ughrido Akash,उघिदो आकास,https://www.thuprai.com/author/charkhole-shishir/,Charkhole Shishir,,,300,,https://www.thuprai.com/publisher/oriental-publication/,Oriental Publication,Novels,,,9937593948,9789937593946,,,Nepali
AtmakathaDr Rajendra Prasad,आत्मकथा: डा.राजेन्द्रप्रसाद,https://www.thuprai.com/author/shyam-pradhan/,Shyam Pradhan,,,575,,https://www.thuprai.com/publisher/oriental-publication/,Oriental Publication,Biography,,,,,,0.4 g,Nepali
Dhananjaya,धनन्जय,https://www.thuprai.com/author/bhuwan-hari-sigdel/,Bhuwan Hari Sigdel,,,375,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Novels,,1,9937708303,9789937708302,235,200 g,Nepali
Manav,मानव,https://www.thuprai.com/author/modnath-prashrit/,Modnath Prashrit,,,300,,https://www.thuprai.com/publisher/oriental-publication/,Oriental Publication,Epic,,,9937593425,9789937593427,256,265 g,Nepali
Muniya Rani: Gijubhai ka Chuniyeka Baal Katha,मुनिया रानी : गिजुभाईका चुनिएका बालकथा,https://www.thuprai.com/author/gijubhai/,Gijubhai Badheka,,,208,,https://www.thuprai.com/publisher/bn-pustak-sansar/,BN Pustak Sansar,Children,,,,,,100 g,Nepali
Khurmi,खुर्मी,https://www.thuprai.com/author/khusendra-rai/,Khusendra Rai,,,300,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Fiction,,1st,9937708877,9789937708876,158,110 g,Nepali
Indrajatra,इन्द्रजात्रा,https://www.thuprai.com/author/dinesh-adhikari/,Dinesh Adhikari,,,,,https://www.thuprai.com/publisher/sajha-prakashan/,Sajha Prakashan,Religion & Spirituality,1994,,9937320674,9789937320672,80,,Nepali
Media Mahila ra Ma,मिडिया महिला र म,https://www.thuprai.com/author/amrita-lamsal/,Amrita Lamsal,,,700,,https://www.thuprai.com/publisher/akshar-creations/,Akshar Creations,Political & Legal Fiction,,,9937945135,9789937945134,,,Nepali
,,,,,,,,https://www.thuprai.com/publisher/unknown/,Unknown,Contemporary Fiction,,,,,,,Nepali
Jatak kathaBalakatha sangraha,जातक कथा: (बालकथा संग्रह ),https://www.thuprai.com/author/kedar-shakya/,Kedar Shakya,,,75,,https://www.thuprai.com/publisher/ratna-pustak-bhandar/,Ratna Pustak Bhandar,Children,,,,,,,Nepali
Pariwarik Shadyentra,पारिवारिक षड्यन्त्र,https://www.thuprai.com/author/chittaranjan-nepali/,Chittaranjan Nepali,,,395,,https://www.thuprai.com/publisher/ratna-pustak-bhandar/,Ratna Pustak Bhandar,"Political & Legal Fiction,History",,,9937332699,9789937332699,,,Nepali
,,,,,,,,https://www.thuprai.com/publisher/nepal-sarkar-shiksa-mantralaya-pathyakram-bikas-kendra/,Nepal Sarkar Shiksa Mantralaya Pathyakram Bikas Kendra,Textbook,,,,,,,Nepali
Anido Pahadsangai,अनिदो पहाडसँगै,https://www.thuprai.com/author/parijat/,Parijat,,,275,,https://www.thuprai.com/publisher/phoenix-books/,Phoenix Books,Novels,,,,,,126 g,Nepali
12 Khari Utkrista Katha 2079,१२ खरी उत्कृष्ट कथा २०७९,https://www.thuprai.com/author/many-others/,and Many others,,,498,,https://www.thuprai.com/publisher/fineprint/,FinePrint,Stories,2022,1,9937746663,9789937746663,414,300 g,Nepali
Prembasti,प्रेमबस्ती,https://www.thuprai.com/author/sretaa-mainaali/,Sretaa Mainaali,,,200,,https://www.thuprai.com/publisher/gorkha-publication/,Gorkha Publications,Poetry,,,9937910978,9789937910972,96,,Nepali
Laar,लार,https://www.thuprai.com/author/muna-chaudhary/,Muna Chaudhary,,,595,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Stories,,,,,,300 g,Nepali
Bahadur Shah,बहादुर शाह,https://www.thuprai.com/author/chiranjibi-wagle/,Chiranjibi Wagle,,275,675,,https://www.thuprai.com/publisher/publication-nepalaya/,Publication Nepalaya,Historical Fiction,"February 29, 2024",,9937953081,9789937953085,,246 g,Nepali
Aadharbhut Udhghoshan Tatha Bhashankala Pustak,आधारभूत उद्घोषण तथा भाषणकला पुस्तक,https://www.thuprai.com/author/serku-sherpa/,Serku Sherpa,,200,,,,,Learning & Reference,,,,,,,Nepali
Kautukamaya Dolpo,कौतुकमय डोल्पो,https://www.thuprai.com/author/janak-lal-sharma/,Janak Lal Sharma,,,415,,https://www.thuprai.com/publisher/sajha-prakashan/,Sajha Prakashan,Fiction,,,9993341568,9789993341567,,,Nepali
Yatrako Sikarni,यात्राको सिकर्नी,https://www.thuprai.com/author/khemnath-dahal/,Khemnath Dahal,,,450,,https://www.thuprai.com/publisher/unknown/,Unknown,Travelogue,"April 04, 2020",1,9937073022,9789937073028,,,Nepali
Kayakalpa,कायाकल्प,https://www.thuprai.com/author/kalpana-bantawa/,Kalpana Bantawa,,,350,,https://www.thuprai.com/publisher/fineprint/,FinePrint,Fiction,,,9937878977,9789937878975,294,,Nepali
A.He.Wa.Pratiyogita Sahayogi,अ.हे.व.: प्रतियोगिता सहयोगी,https://www.thuprai.com/author/dr-kundan-thakur/,Dr. Kundan Thakur,,,1195,,https://www.thuprai.com/publisher/makalu-publication-house/,Makalu Publication House,Test Preparation,,,,,,,Nepali
Ma Udna Sakee,म उड्न सकेँ,https://www.thuprai.com/author/krisha-tamrakar/,Krisha Tamrakar,,,325,,https://www.thuprai.com/publisher/kathalaya/,Kathalaya,Children,,,,,,,Nepali
Purana Samjhana,पुराना संझना,https://www.thuprai.com/author/rammani-acharya-dikchit/,Rammani Acharya Dikchit,,,550,,https://www.thuprai.com/publisher/shanti-niketan-pustakalya/,Shanti Niketan Pustakalya,History,,second,,,366,470 g,Nepali
Naak Kasari Thado Huncha?,नाक कसरी ठाडो हुन्छ?: सचित्र बालकथा,https://www.thuprai.com/author/anbika_giri/,Anbika Giri,,145,275,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Story for Children,"September 09, 2021",1,9937734657,9789937734653,,,Nepali
,,,,,,175,,https://www.thuprai.com/publisher/bal-sansar-pvt-ltd/,Bal Sansar Pvt Ltd,Novels for Children,,,9937858941,9789937858946,,,Nepali
Ek Patakko Sainik Jeevanbharko SainikKarnel Chhatra Bahadur Thapa,एक पटकको सैनिक जीवनभरको सैनिक: कर्णेल छत्रबहादुर थापा,https://www.thuprai.com/author/kamal-thapa/,Kamal Thapa,,,350,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Memoirs,"August 12, 2021",1,9937734789,9789937734783,,,Nepali
Sumnima,सुम्निमा,https://www.thuprai.com/author/bishweshwar-prasad-koirala/,Bishweshwar Prasad Koirala,,,395,,https://www.thuprai.com/publisher/lipi-books/,Lipi Books,Contemporary Fiction,,,9937896037,9789937896030,205,150 g,Nepali
Commodities tatha Derivatives Jigyasaharu,कमोडिटिज तथा डेरिभेटिभ जिज्ञासाहरू,https://www.thuprai.com/author/rabindra-bhattarai/,Rabindra Bhattarai,,,94110,,https://www.thuprai.com/publisher/securites-research-center-and-services/,Securities Research Center and Services(SRCS),Business,,1,,,102,100 g,Nepali
Nepali Naatak tatha Rangmanch,नेपाली नाटक तथा रङ्ग मन्च: उदभव र विकास,https://www.thuprai.com/author/dr-keshav-prasad-upadhyay/,Dr. Keshav Prasad Upadhyay,,,150,,https://www.thuprai.com/publisher/vidyarthi-pustak-bhandar/,Vidyarthi Pustak Bhandar,Drama,,1,9999333982,9789999333986,296,250 g,Nepali
Gazabki Guthuli,गजबकी गुथुली,https://www.thuprai.com/author/anuradha/,Anuradha,,,250,,https://www.thuprai.com/publisher/kopila-kitab/,Kopila Kitab,"Children,Picturebook for Children",,,9937773067,9789937773065,20,,Nepali
Ramailo Gaaun,रमाइलो गाउँ,https://www.thuprai.com/author/bijay-raj-acharya/,Bijaya Raj Acharya,,,250,,https://www.thuprai.com/publisher/bibek-sirjanshil-publication/,Bibek Sirjanshil Publication,Picturebook for Children,,,,,,,Nepali
Jiwanyatra,जिवनयात्रा,https://www.thuprai.com/author/bhawani-prasad-pandey/,Bhawani Prasad Pandey,,,300,,https://www.thuprai.com/publisher/bibek-sirjanshil-publication/,Bibek Sirjanshil Publication,Stories,,,,,,,Nepali
Raja Maina,राजा मैना,https://www.thuprai.com/author/ramesh-bhattarai/,Ramesh Bhattarai,,,200,,https://www.thuprai.com/publisher/bibek-sirjanshil-publication/,Bibek Sirjanshil Publication,Picturebook for Children,,,,,,,Nepali
Mithai Kinne Paisa,मिठाई किन्ने पैसा,https://www.thuprai.com/author/nirmala-chapagain/,Nirmala Chapagain,,,,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Picturebook for Children,,,,,,,Nepali
Kina Royeko?,किन रोएको ?,https://www.thuprai.com/author/samit-shrestha/,Samit Shrestha,,,150,,https://www.thuprai.com/publisher/parichaya-publication/,Parichaya Publication,Children,,,9937664470,9789937664479,,,Nepali
,,,,,,60,,https://www.thuprai.com/publisher/bibek-sirjanshil-publication/,Bibek Sirjanshil Publication,Non-fiction for Children,,,,,,,Nepali
Corona Kairan,कोरोना कैरन,https://www.thuprai.com/author/khagendra-sangraula/,Khagendra Sangroula,,,330,,https://www.thuprai.com/publisher/bela-publication/,Bela Publication,Literature/Essays,"December 01, 2020",1,9937079942,9789937079945,,150 g,Nepali
Achammaki Sandhya,अचम्मकी सन्ध्य,https://www.thuprai.com/author/kabita-sapkota/,Kabita Sapkota,,,135,,https://www.thuprai.com/publisher/kathalaya/,Kathalaya,Children,,,9937669545,9789937669542,,,Nepali
Uinchyau Uinchyau,उइँच्याउ उइँच्याउ,https://www.thuprai.com/author/bijay-raj-acharya/,Bijaya Raj Acharya,,,,,https://www.thuprai.com/publisher/bibek-sirjanshil-publication/,Bibek Sirjanshil Publication,Story for Children,"June 17, 2024",,9937966426,9789937966429,,,Nepali
Naya Nepali Shrinkhala 2,,https://www.thuprai.com/author/dr-mahadev-awasthi/,Dr Mahadev Awasthi,,,150,,https://www.thuprai.com/publisher/ekta-books-distributors/,Ekta Books Distributors,Textbook,,,9993311057,9789993311058,103,,Nepali
Lu Xun Ka Utkristha Kathaharu,लू शुनका उत्कृष्ट कथाहरू,https://www.thuprai.com/author/lu-xun/,Lu Xun,,,395,,https://www.thuprai.com/publisher/pragati-pustak-sadan/,Pragati Pustak Sadan,"Stories,Literature",,,,,,300 g,Nepali
Belaet Tira Baralinda,बेलाइततिर बरालिंदा,https://www.thuprai.com/author/taranath-sharma/,Taranath Sharma,,,248,,https://www.thuprai.com/publisher/manjari-publication/,Manjari Publication,Travelogue,,,9937916283,9789937916288,211,150 g,Nepali
Sathiko Nyasro,साथीको न्यास्रो: लिलीका रमाइला कथा श्रृंखला,https://www.thuprai.com/author/anbika_giri/,Anbika Giri,,,225,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Story for Children,"August 06, 2021",1,9937734533,9789937734530,,,Nepali
Ramro NepaliNepali für Deutschsprachige,राम्रो नेपाली,https://www.thuprai.com/author/alka-atreya-chudal/,Alaka Atreya Chudal,,,,,https://www.thuprai.com/publisher/hempen-verlag/,Hempen Verlag,Language,"January 16, 2020",1,3944312732,9783944312736,,368 g,Nepali
Bhagna Asthako Khandahar,भग्न आस्थाको खण्डहर,https://www.thuprai.com/author/vijaya-chalise/,Vijaya Chalise,,,60,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Short Stories,,1,,,119,,Nepali
Punjiwaad,पुँजीवाद: भ्रम वास्तविकता र तथ्य,https://www.thuprai.com/author/rainer-zitelmann/,Rainer Zitelmann,,,950,,https://www.thuprai.com/publisher/weread/,WeRead,Business & Economics,"December 12, 2023",1,9937737915,9789937737913,,420 g,Nepali
Bhikhari,भिखारी,https://www.thuprai.com/author/mahakavi-laxmi-prasad-devkota/,Laxmi Prasad Devkota,,,67,,https://www.thuprai.com/publisher/manjari-publication/,Manjari Publication,Poetry,,,993791986X,9789937919869,79,50 g,Nepali
Junu learns to take responsibility,,https://www.thuprai.com/author/atithi-shrestha/,Atithi Shrestha,,,125,,https://www.thuprai.com/publisher/educational-publishing-house-nepal/,"Educational Publishing House, Nepal",Children,,,,,,,Nepali
Dolphin,डल्फिन,https://www.thuprai.com/author/melvin-and-gilda-berger/,Melvin And Gilda Berger,,,105,,https://www.thuprai.com/publisher/kathalaya/,Kathalaya,Children,,,,,,,Nepali
Jenisko Janmadin,जेनिसको जन्मदिन,https://www.thuprai.com/author/bijay-raj-acharya/,Bijaya Raj Acharya,,,200,,https://www.thuprai.com/publisher/bibek-sirjanshil-publication/,Bibek Sirjanshil Publication,Story for Children,,,,,,,Nepali
Aparichita,अपरिचिता,https://www.thuprai.com/author/arun-sharma/,Arun Sharma,,,250,,https://www.thuprai.com/publisher/oriental-publication/,Oriental Publication,Literature,,,9937722365,9789937722360,,,Nepali
Naridharma tatha Purushdharma,नारीधर्म तथा पुरुषधर्म,https://www.thuprai.com/author/khaptad-baba/,Khaptad Baba,,,45,,https://www.thuprai.com/publisher/khaptad-ashram-prakashan-samiti/,Khaptad Ashram Prakashan Samiti,Nepali Health,2019,5,,,63,56 g,Nepali
War and Peace- Part 2,युद्ध र शान्ति- भाग २,https://www.thuprai.com/author/leo-tolstoy/,Leo Tolstoy,,,700,,https://www.thuprai.com/publisher/bibek-sirjanshil-publication/,Bibek Sirjanshil Publication,Fiction,"July 08, 2021",1,9937523990,9789937523998,,,Nepali
Kapaasko Ghoda,कपासको घोडा,https://www.thuprai.com/author/indra-chaudhary/,Indra Chaudhary,,,300,,https://www.thuprai.com/publisher/kopila-kitab/,Kopila Kitab,"Children,Picturebook for Children",,,9937773202,9789937773201,24,,Nepali
,,,,,,190,,https://www.thuprai.com/publisher/parichaya-publication/,Parichaya Publication,"Children,Picturebook for Children",,,9937743427,9789937743426,,,Nepali
Anuradha,अनुराधा,https://www.thuprai.com/author/bijay-malla/,Vijaya Malla,,,170,,https://www.thuprai.com/publisher/sajha-prakashan/,Sajha Prakashan,Novels,,12,9937322057,9789937322058,148,,Nepali
,,,,,,210,,https://www.thuprai.com/publisher/parichaya-publication/,Parichaya Publication,Poems for Children,,,9937743176,9789937743174,,,Nepali
Mrittasagarma Tairinda,मृतसागरमा तैरिंदा,https://www.thuprai.com/author/dr-sadananda-kadel/,Dr. Sadananda Kadel,,,251,,https://www.thuprai.com/publisher/nepal-shrasta-samaj/,Nepal Shrasta Samaj,Non-fiction,,1,9937133203,9789937133203,,,Nepali
Naya Ghar,नयाँ घर,https://www.thuprai.com/author/aahuti/,Aahuti,,,525,,https://www.thuprai.com/publisher/pragati-pustak-sadan/,Pragati Pustak Sadan,Novels,2016,5,,,520,485 g,Nepali
Sangya Sarbanam,संज्ञा सर्वनाम,https://www.thuprai.com/author/dhanush-chandra-gotame/,Dha Cha Gotame,,,250,,https://www.thuprai.com/publisher/phoenix-books/,Phoenix Books,Arts,2017,,9937705010,9789937705011,,,Nepali
Bhavlipi,भावलिपि,https://www.thuprai.com/author/bhavesh-bhumari/,Bhavesh Bhumari,,,600,,https://www.thuprai.com/publisher/sargam-publication/,Sargam Prakashan,Non-fiction,,,9937161304,9789937161305,,199.98 g,Nepali
Aashram,आश्रम,https://www.thuprai.com/author/amala-adhikari/,Amala Adhikari,,125,250,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Songs & Lyrical Poems,2019,1,9937734312,9789937734318,142,100 g,Nepali
Badlieko Mod,बदलिएको मोड,https://www.thuprai.com/author/jamuna_khatri/,Jamuna Khatri,,,350,,https://www.thuprai.com/publisher/ghost-writing-nepal/,Ghost Writing Nepal,Autobiography,2019,1st,993793236X,9789937932363,175,175 g,Nepali
Aasha-ko Upahar,आशाको उपहार,https://www.thuprai.com/author/rabin-nepali/,Rabin Nepali,,100,195,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Children,April 2020,First,9937734401,9789937734400,80,,Nepali
Shabda Shibir,शब्दशिविर,https://www.thuprai.com/author/mukunda-raj-sharma/,Mukunda Raj Sharma,,,400,,https://www.thuprai.com/publisher/kamana-news-publications/,Kamana News Publications,Literature/Essays,,1,,,,300 g,Nepali
Sambedanaako Samaayog,संवेदनाको  समायोग,https://www.thuprai.com/author/gyanu-adhikari/,Gyanu Adhikari,,,450,,https://www.thuprai.com/publisher/shikha-books/,Shikha Books,Literature/Essays,,,,,,200 g,Nepali
Ma Pani Nachchhu,म पनि नाच्छु,https://www.thuprai.com/author/anuradha-sharma/,Anuradha Sharma,,,105,,https://www.thuprai.com/publisher/kathalaya/,Kathalaya,"Children,Picturebook for Children",,,,,,,Nepali
